,RecipeId,AuthorId,Rating
135514,673,186371,5
135760,362,186646,5
135942,1415,41531,4
136428,535,95743,5
136584,664,164368,4
136693,690,94272,4
136746,674,168462,4
136877,192,145599,5
137045,2072,72386,5
137174,198,188379,0
137361,498,145599,4
137466,1633,50551,5
137538,76,47510,5
137579,76,115920,3
137603,301,176574,5
137759,76,103224,5
137796,632,124864,5
137838,301,4439,5
137849,211,175174,5
137878,588,146047,0
137889,464,65056,4
138159,678,177219,3
138216,860,3205,5
138549,962,39835,5
138763,179,119741,5
138784,573,129082,5
138966,947,92816,5
139038,519,163241,5
139403,2015,173579,5
139431,76,150613,5
139494,665,82616,5
139576,71,26075,0
139608,1209,132368,5
139749,198,191467,5
139948,506,4740,5
139999,168,110135,5
140051,361,185991,3
140199,324,185721,5
140516,742,66983,5
141510,492,67656,3
141638,536,177085,3
141719,573,29782,5
141815,463,179713,5
141858,463,82737,5
142023,179,128473,5
142170,503,187103,3
142595,1209,195160,5
142635,1024,193252,4
142643,794,15264,5
142682,1443,151706,4
142683,1577,151706,4
142745,689,195161,5
142753,962,115758,4
142842,931,51109,4
142926,1209,63048,5
143121,179,174096,5
143308,1399,161953,4
143532,149,59064,5
143758,615,149432,2
143871,425,71517,2
143942,519,10033,5
144074,410,2312,0
144166,1209,95697,5
144196,1401,174711,5
144218,502,67009,5
144353,319,56710,5
144431,379,56112,5
144458,192,151679,5
144580,2072,52543,5
144640,363,47510,5
144702,1415,122235,3
144761,502,95114,5
144815,609,197597,5
144846,1209,186404,5
144962,2047,39547,5
145083,686,80778,4
145160,749,180090,5
145248,487,198089,5
145508,1151,198392,5
145553,280,129652,4
145625,179,8377,5
145635,1236,93055,5
145742,49,198709,4
146062,49,198344,5
146243,623,49304,5
146330,1780,66899,5
146402,683,127113,5
146456,615,67656,4
146674,800,199776,5
146711,519,42720,5
146727,686,183756,5
146849,749,7108,5
146878,651,57222,5
146884,56,196065,5
147192,637,39835,5
147230,619,200499,5
147244,56,125808,3
147647,56,90355,5
147666,502,182723,4
147675,744,11297,5
147716,181,17803,4
147880,652,171854,4
147886,322,193816,5
147912,642,138016,4
148065,664,146965,4
148134,824,104295,5
148228,1217,189616,5
148296,809,200238,4
148576,573,38937,5
148754,278,137619,5
148766,1823,129201,5
148885,2056,163417,5
149105,632,129652,4
149195,76,68411,5
149366,647,33588,5
149368,200,130819,5
149554,362,203158,4
149660,2032,200575,5
149696,1662,101855,0
149798,542,196296,0
150071,300,52282,5
150115,545,203876,5
150228,590,187955,5
150326,683,98063,4
150335,56,196819,5
150341,519,153188,3
150363,659,22642,5
150449,1379,64203,5
150877,664,193038,5
150888,778,101823,5
150897,159,173684,5
150936,468,171084,5
151147,256,69838,4
151189,478,47510,5
151196,519,117974,5
151270,204,200728,5
151321,85,27678,5
151392,536,65197,4
151676,256,56112,5
152118,561,38643,5
152167,947,118684,5
152414,220,203607,5
152688,291,78545,4
152882,232,157435,5
153566,1564,1535,4
153917,179,100924,5
154279,42,208121,3
154402,1550,69863,5
154430,179,200875,4
154484,1078,199783,5
154716,825,56463,5
154725,607,85444,5
155001,481,110278,5
155745,634,92886,4
156033,1753,47510,5
156099,272,68960,4
156179,250,205153,4
156187,801,4439,5
156567,1005,146047,5
156934,749,187442,5
156977,389,152995,5
157330,1746,125636,5
157366,168,202481,5
157694,556,59780,5
157721,468,10033,5
158205,1460,106506,5
158239,1485,22015,5
158429,1438,35701,5
158607,339,211586,5
158651,314,39547,5
158772,150,204118,5
158944,2072,188119,5
158947,1236,129422,4
158980,834,184723,5
159022,1166,50551,5
159024,952,140331,5
159041,1005,88099,5
159166,780,188119,5
159180,1035,130768,5
159216,314,209743,5
159331,601,35093,0
159550,1129,198649,5
159751,168,29291,5
159770,198,81932,0
160265,192,67656,5
160601,375,133174,5
160622,339,212448,5
160681,346,162759,5
161079,768,206163,4
161163,846,189616,4
161254,445,179133,4
161978,502,152118,5
162239,1612,29782,5
162250,485,22642,5
162353,1832,206634,5
162355,304,169169,5
162804,571,153188,5
162906,104,91453,5
162926,1887,185949,5
163149,91,189393,5
163151,834,103628,4
163372,1693,33902,5
163502,2072,74364,5
163654,1035,178010,5
163671,589,153188,5
163687,1505,63128,5
164027,749,113894,5
164220,1753,39547,4
164297,376,29782,5
164631,975,126032,5
164890,334,92816,5
165049,361,120566,3
165377,779,65056,5
165400,1662,38281,0
165461,225,218340,3
165745,42,151591,2
165751,1684,214116,4
166100,524,86520,4
166174,1780,37449,4
166566,1524,126032,5
166699,524,65056,5
166709,1204,153188,1
166750,845,47892,4
166830,782,104295,5
166908,605,29196,4
167002,712,203394,4
167080,2072,197411,4
167422,76,132383,5
167464,2066,214565,4
167628,583,153188,1
167681,168,18391,5
168015,1232,220956,5
168035,468,186487,0
168072,480,221624,5
168102,1149,221093,4
168161,550,35526,5
168359,204,217121,5
168435,754,216051,5
168564,1600,164015,5
168733,612,162826,5
169045,1035,54271,5
169098,1581,11297,5
169418,876,52362,5
169697,2072,81334,5
169736,436,104472,5
169748,615,59780,5
170020,2072,124249,5
170059,200,39762,5
170067,615,82616,5
170131,916,223729,5
170197,536,118840,4
170258,267,170100,4
170264,153,223895,0
170430,845,187103,3
170877,557,126032,5
170907,1807,106282,1
170909,429,106282,1
170931,1078,146935,5
170976,1904,191990,5
171040,153,212714,0
171081,825,62043,5
171267,264,224832,4
171427,356,140189,5
171545,601,211266,5
171568,2100,85713,2
171595,550,122235,4
171784,1078,88585,5
172026,1151,97579,5
172152,642,39754,5
172163,468,221545,5
172503,1947,92385,5
172504,1947,40984,4
172858,744,9869,5
172964,42,226656,0
173045,1574,151706,5
173074,1217,103876,5
173132,1253,122316,0
173388,382,199848,5
173826,846,226581,5
174057,1809,28603,5
174146,432,153141,5
174200,76,197745,5
174202,667,198640,5
174533,601,134550,5
174583,1075,207907,0
174589,42,215395,4
174788,975,67403,5
174810,536,212021,5
174883,2015,227108,4
175054,197,91724,5
175065,636,73951,5
175670,155,10896,5
175771,1387,111347,5
175813,1217,225179,5
176050,406,213652,4
176170,854,196296,5
176274,860,148618,5
176279,282,229467,5
176611,483,126032,4
176679,970,171321,5
177025,120,210805,4
177059,204,229467,5
177114,76,92966,5
177168,615,29418,4
177838,76,46660,5
177928,168,62675,5
177929,860,62675,4
178010,46,22015,5
178169,198,67502,5
178306,632,231879,5
178408,116,225605,5
178732,1079,56112,4
178856,632,232529,5
178999,76,207157,5
179296,1171,85528,5
180024,314,228241,5
180068,456,133174,5
180126,820,233319,4
180176,467,229283,1
180269,2020,28346,4
180433,659,196369,5
180718,860,233044,5
180764,110,234172,1
180880,155,185285,4
181313,550,37449,5
181405,1861,60260,5
181667,251,186981,3
181744,1832,232898,5
181766,432,73836,5
182023,1428,113982,4
182037,203,174547,5
182040,76,151850,5
182106,270,145219,4
182107,270,159031,5
182108,270,52062,5
182109,270,86318,5
182394,1982,93006,5
182430,670,190247,5
182472,76,177443,5
182596,456,236111,5
182925,1870,141569,5
183035,778,229850,5
183271,749,208753,5
183692,1387,226855,4
183822,153,210406,5
184161,749,67656,5
184249,198,125677,5
184431,947,187955,5
184464,190,177567,5
184483,2032,167242,4
184524,749,237300,5
184529,749,221044,5
184581,1119,53932,5
184702,1721,90355,5
184788,219,62727,0
184849,1978,147483,0
184911,693,111336,0
184986,659,221703,5
185001,1267,42217,5
185030,693,174121,5
185061,464,186071,5
185062,464,176615,5
185510,1605,156653,5
185708,277,47892,3
185774,1078,140023,5
185835,116,236248,5
186054,1809,223325,4
186550,573,58948,5
186569,2072,158813,4
187267,153,227810,5
187393,2066,236889,5
187406,749,142200,5
187507,368,153188,5
187676,481,236586,5
188012,290,209318,4
188427,506,140132,5
188657,619,220470,5
188715,860,37449,5
188771,860,131388,3
188821,481,240628,0
189019,342,124249,5
189080,456,56986,5
189092,1209,227512,5
189498,536,215765,5
189898,1117,239596,0
190182,632,227652,5
190255,1574,77243,4
190785,1438,111347,5
190860,916,223651,5
191043,1605,100980,5
191100,744,240051,5
191240,1267,112411,5
191829,481,244603,5
192947,536,189616,5
193006,674,120471,4
193091,590,242167,5
193262,809,169850,4
193605,481,247241,5
193858,1209,229940,5
193957,150,245024,5
194046,822,153188,4
194248,550,171303,5
194274,545,248119,5
194329,1209,199902,5
194436,1078,116607,4
194619,153,221546,0
194869,479,234752,5
194942,534,248831,5
195055,461,171303,5
195160,571,29782,4
195162,1005,207478,5
195312,1721,160974,5
195531,544,185991,5
195657,267,111347,4
195939,1184,57219,5
196014,535,143143,5
196038,749,188119,5
196095,498,250083,5
196181,568,230157,5
196271,168,168087,5
196529,480,248790,5
196543,468,148068,3
196808,615,48107,4
197388,365,95743,5
197497,947,114988,5
197606,414,148490,5
197972,461,200753,3
198697,1317,193103,4
198940,1778,95241,5
199145,481,31261,5
199526,266,252955,4
199594,550,95743,4
199617,536,236556,5
199753,1035,246367,5
199754,1035,35526,5
199755,1035,169083,5
199756,1035,93006,3
199757,1035,56970,5
199758,1035,115778,5
199759,1035,9328,5
199763,1035,26268,4
199764,1035,182346,5
199765,1035,200084,5
199943,603,242766,5
199990,550,223651,5
200059,665,148226,5
200661,1117,254897,5
201138,517,255432,5
201246,200,242193,5
201730,601,225573,5
201793,1944,115085,5
201927,339,157425,5
201982,1165,130176,1
201984,1267,153035,5
202307,170,235751,5
202393,242,78917,4
203308,76,4291,5
203335,198,258050,5
203460,1042,58852,5
203681,1409,11989,5
203698,481,212718,5
203808,481,54697,4
204070,851,98919,5
204363,1780,155641,5
204599,168,235172,5
204644,168,221442,5
204858,1982,96627,5
204905,487,228313,4
204949,851,141610,5
204965,834,105963,4
205205,749,257358,5
205421,947,155917,1
205464,168,88577,5
205493,667,261000,0
206225,71,222663,5
206424,1171,262496,5
206495,860,54067,4
206649,794,171084,5
206751,76,166475,5
206943,159,169357,5
207100,782,65197,5
207543,1209,264571,5
207594,822,38218,5
207717,656,184491,5
207845,1797,196296,5
207929,601,179256,5
208191,1078,161825,5
208261,2086,257391,5
208339,1209,102607,5
208551,1162,227130,4
208726,318,190230,5
208806,378,214911,5
209590,1236,64631,5
209809,1266,176784,5
210066,512,58104,5
210111,512,209747,5
210180,601,107864,5
210293,1149,217447,5
210404,668,58892,5
210411,903,198154,4
210439,512,263133,5
210693,334,152976,5
210806,519,155311,5
210935,221,88732,5
210940,434,269641,5
210958,860,239694,5
211031,1944,247241,5
211111,1944,196369,5
211173,619,100185,5
211555,56,173399,5
211608,1209,268955,5
211698,1042,173579,4
211942,243,209255,5
212020,617,109110,4
212084,1035,244473,5
212096,1171,152393,5
212155,179,248730,5
212200,153,271256,5
212234,1035,58836,5
212344,1078,192426,5
212886,544,197023,5
212997,860,222433,4
213061,851,45765,5
213103,129,8688,5
213600,211,10312,5
213630,242,263357,5
213652,240,29782,5
213783,1904,46134,5
213835,472,273449,3
214289,1557,237655,5
214372,608,108488,5
214407,56,229619,4
214507,56,165263,5
214619,1196,188415,2
214668,519,47907,5
214795,319,274781,5
215108,1005,227750,5
215512,246,275851,5
215680,501,166711,5
216682,267,175528,0
217149,1157,9869,5
217277,1129,29782,5
217292,242,18391,4
217444,834,98919,0
217586,1633,274985,5
217668,203,90086,5
217872,1157,180904,5
217874,1209,173579,5
217899,601,217726,3
218108,378,180952,5
218593,94,236470,5
218598,76,78808,5
219364,1660,65197,5
219505,451,224740,4
219840,1861,129333,5
219876,2013,280805,5
219879,658,247241,4
220030,487,254048,4
220473,76,225118,4
220669,1873,253974,5
220682,947,64322,5
220868,615,189500,5
221282,571,279905,5
221404,1465,271221,5
221583,664,69161,5
221590,693,275893,5
221945,55,53959,4
221960,619,281194,5
222028,536,175727,4
222215,167,174547,5
222249,860,244815,5
222469,607,137911,5
222775,1117,283804,5
222975,1209,217657,5
223237,620,157425,2
223497,334,167225,4
223965,541,122001,3
223999,479,281478,5
224180,1253,200862,1
224352,632,104295,5
224402,179,58439,4
224422,276,198612,0
224576,1236,156653,5
224788,47,53959,4
224819,481,285039,5
224833,1005,176615,5
224871,76,202589,5
225318,1068,22015,4
225329,179,286580,4
225422,607,196322,5
225684,127,53959,4
226183,76,245001,5
226356,76,202661,5
226444,82,224367,5
226609,992,205100,5
226637,1460,128693,5
226705,561,121690,5
226919,565,64625,4
227288,947,288360,4
227342,487,217226,4
227597,480,287107,4
227729,749,289109,5
227744,1119,280018,0
227790,342,216321,5
228367,109,27678,5
228870,1693,191533,5
228882,1536,129689,5
228978,1157,37072,4
229370,1633,249225,3
229395,382,222564,5
229703,198,291388,5
229810,691,6418,5
230037,744,146194,5
230251,536,61954,3
230252,536,60260,5
230253,536,17803,5
230254,536,73138,4
230255,536,56670,4
230256,536,218516,0
230257,536,39762,5
230258,536,72017,4
230259,536,4439,5
230260,536,123871,5
230261,536,223926,5
230262,536,149415,4
230381,168,261702,3
230436,1086,237022,5
230457,505,290963,4
230486,794,290668,5
230503,285,169130,4
230517,1133,2310,5
230632,84,284922,5
230642,1807,15572,4
230827,481,65720,5
230908,1157,288693,0
231047,1209,91392,5
231131,998,237053,5
231624,1201,228071,4
231741,1873,98828,5
231829,452,290963,3
231891,456,237201,5
232103,897,53932,5
232328,322,224235,5
232590,1940,37305,5
232646,860,124249,5
232651,571,157785,5
232829,1944,29655,5
232947,749,235355,5
232994,1947,188119,5
233251,481,21969,5
233473,1100,287087,4
233655,573,258304,4
233798,1246,134624,4
234687,947,142464,5
234718,903,296689,4
234956,459,135271,4
235111,1127,268644,2
235163,375,125458,5
235184,834,137058,5
235859,860,245323,5
236009,469,298094,5
236148,860,183684,5
236171,71,77867,5
236210,1149,137417,5
236246,555,276833,4
236286,1171,209747,4
236335,168,298220,5
236339,665,169017,1
236451,794,124249,5
236817,1460,37449,5
236818,1460,209441,5
236819,1460,188119,4
236820,1460,167028,5
236821,1460,179456,5
236822,1460,1535,5
237026,607,55850,5
237036,261,299073,4
237367,567,75726,2
237472,1249,299463,5
238012,220,78351,5
238072,81,269153,5
238134,1428,162826,4
238203,822,140008,5
238247,749,211457,5
238452,653,107135,5
238514,1151,199657,5
238970,1249,45793,5
239111,825,54678,5
239353,192,268313,0
239573,2068,222478,5
239688,129,274384,5
239897,947,217226,5
239939,346,53932,5
240110,192,143387,5
240187,657,209983,4
240296,1975,254614,5
240415,916,303096,5
240738,1944,128473,5
240779,916,288693,5
240921,563,22015,3
240923,228,22015,5
241085,932,175492,5
241217,484,151325,4
241958,481,292797,5
242247,1557,227039,5
242392,822,6357,4
242393,822,105125,4
242394,822,88378,4
242395,822,185105,5
242645,76,60364,5
242899,1902,293523,5
242943,1086,292436,4
242993,822,153298,5
243287,736,227652,0
243462,1119,291856,4
243970,456,219618,5
244012,55,165567,5
244428,1085,8377,0
244466,749,227607,5
244594,664,306173,5
244697,76,148753,5
245052,512,308149,5
245102,1536,13625,4
245320,546,247241,5
245450,536,199953,4
245644,283,291254,5
245760,561,67738,5
245949,744,121472,5
245966,415,293001,5
246008,242,11297,5
246013,1078,219779,5
246077,1086,22845,5
246180,1171,67243,4
246206,491,275738,3
246606,744,303414,5
246957,179,247368,4
247411,541,165308,0
247614,607,299025,5
247702,267,30492,5
248027,822,259072,4
248029,548,256807,5
248400,903,55364,4
248401,903,51334,5
248402,903,49482,5
248403,903,99307,5
248404,903,73769,5
248405,903,72243,5
248406,903,34025,5
248879,496,229619,5
248957,903,291378,5
249039,1809,258877,4
249088,319,5060,4
249182,168,215000,4
249240,588,281246,0
249377,264,312434,0
250021,749,226863,5
250080,1267,215000,4
250178,316,157332,5
250204,520,215000,4
250205,170,215000,3
250219,938,157425,5
250425,355,311258,5
250504,1209,14242,5
250539,481,302404,5
250990,1133,306333,5
251293,1035,168423,5
252301,1005,237123,5
252663,220,169844,4
253047,451,16669,0
253206,834,111347,4
253381,131,164182,5
253682,639,316334,5
253892,1005,146573,5
254085,2072,251917,5
254197,1171,171303,4
254646,87,96436,5
254815,1209,273071,0
255224,736,164182,5
255295,76,240001,4
255514,1157,300986,4
255561,267,108460,5
255623,947,317686,5
256101,481,271231,5
256161,2072,40152,5
256366,76,302862,5
256530,1133,261205,5
256745,825,57222,4
257213,261,319501,4
257515,76,186493,5
257619,1559,5060,5
257640,468,316738,5
257721,1209,244035,5
257965,690,222478,5
258127,346,241579,5
258199,568,54067,5
258218,1522,157425,5
258328,227,242766,5
258604,860,173579,5
258922,56,26715,5
259153,2066,321415,5
259219,689,65720,5
259244,1170,157167,5
259354,548,158375,3
259437,777,204628,5
259819,175,175405,4
259954,1209,192849,5
260049,947,87478,5
260928,2072,308858,5
261582,2072,173783,5
261881,689,183822,5
262028,408,20754,5
262231,903,38745,5
262268,1528,217867,5
262493,1086,273842,3
262651,1591,262353,4
263171,543,131674,5
263193,1408,305523,5
263749,1780,169663,5
263874,2072,150497,5
264309,1229,241219,5
264432,376,131674,5
264499,916,60124,5
264520,56,156034,5
264812,414,64306,5
264991,76,125458,5
265436,376,224930,3
265507,382,125368,5
265539,1170,326259,5
265556,800,277999,2
265685,1719,203717,3
265979,705,176615,4
266178,545,327382,0
266393,468,50841,5
267496,754,209948,5
267743,753,327200,5
267761,573,47151,5
267856,278,107135,5
268608,822,5427,5
268609,822,36327,5
268610,822,111920,5
268611,822,138583,5
268612,822,164890,5
268613,822,137619,4
268625,1078,327529,5
269035,1136,284922,5
269113,573,158086,5
269652,88,272347,4
270362,541,210725,5
270366,512,169302,5
270743,435,86318,5
270955,573,124249,5
271339,749,325329,5
271456,376,58636,4
272230,575,220582,4
272928,230,283390,5
273117,432,192809,5
273124,481,129678,5
273352,721,20754,5
274318,219,98919,5
274800,845,334142,4
274987,319,79760,5
275012,1005,160974,5
275299,776,236470,5
275322,749,204153,5
275351,264,324136,0
275462,603,127899,5
275685,468,331520,5
275731,376,201614,5
275899,782,331581,5
276246,749,187705,5
276654,536,206101,4
276678,155,331538,5
276679,219,312850,5
276732,155,199418,5
277243,860,318038,5
277562,220,233491,4
277888,481,337246,5
278039,1693,218516,5
278072,809,231495,5
278103,220,226026,5
278401,1705,337542,4
279168,1249,300508,5
279359,1320,338906,4
279450,566,57562,4
279996,916,339610,5
280039,76,232311,5
280204,220,108913,5
280323,375,56463,5
280635,1460,37779,4
280710,1940,211184,5
280798,1716,271258,5
280802,1746,219942,4
280856,1699,307059,4
281101,1631,257752,0
281167,524,267778,5
281242,1330,290837,5
281245,1149,309023,5
281329,749,104295,5
281436,778,284922,5
281643,689,278639,5
281779,346,316453,5
281939,1209,341510,5
282021,860,341437,5
282057,519,184723,5
282064,1078,8005,4
282552,749,248206,5
282713,860,329251,5
282992,76,342513,5
283098,334,222564,5
283250,1078,33823,4
283258,749,257506,5
283918,2066,122087,3
284006,1438,222696,5
284169,1209,334558,5
284248,221,264230,5
284322,916,343573,5
284418,1809,197463,4
284484,1209,67103,5
284588,1809,341820,5
284945,104,343789,2
285013,692,153648,4
285359,1409,137911,5
285405,646,163112,5
285461,1106,59780,4
285559,916,345124,5
285816,340,283390,5
285829,860,337472,5
285847,595,165308,1
286595,601,316408,5
287002,1209,192734,5
287026,432,253131,5
287084,220,286558,5
287116,1171,160974,4
287172,220,226321,5
287192,220,292748,5
287394,1322,344716,2
287506,175,199953,4
287534,1078,122001,5
287609,860,257582,4
287779,478,106345,5
288087,1133,297540,5
288209,1236,230912,5
288289,456,348355,5
288704,468,323389,4
288760,1551,314403,4
288849,414,272053,5
289252,246,346825,5
289301,1809,94659,5
289467,2072,276502,5
289637,670,231661,3
289780,220,277999,5
289833,638,350064,5
289859,76,309923,5
289963,536,284922,5
290165,1209,212021,5
290299,1317,246279,5
290300,1317,173579,4
290301,1317,125773,5
290302,1317,68884,4
290303,1317,103876,4
290818,664,326764,5
290945,104,8629,3
291459,809,280529,3
291623,962,289118,5
291677,220,351687,4
292053,536,78682,3
292190,519,52125,5
292239,642,327010,4
292388,749,352515,5
292528,1600,249657,5
292864,828,106624,5
293184,822,46660,4
293366,1005,91392,4
293369,456,353618,4
293516,179,339822,4
293782,536,152313,1
293982,809,319738,4
294225,1409,255338,5
294373,693,324621,5
294527,809,90767,5
294528,487,90767,5
294541,1807,351321,5
294618,916,255338,5
294830,324,296790,5
294944,749,34357,5
295172,860,227024,5
295596,1078,346608,4
296523,456,221351,5
296529,456,175124,5
297013,749,356738,4
297133,834,289319,4
297152,596,281306,5
297161,1181,281306,4
297332,271,107504,5
297479,242,213114,5
297845,270,50002,5
297936,376,232507,0
298039,820,313167,4
298104,481,158086,5
298217,1317,358635,3
298393,1171,53368,5
298436,916,357266,5
298611,693,98812,5
299151,1149,351986,5
299572,481,360218,5
299588,76,246022,5
299777,1600,213003,5
300796,232,361229,5
300927,76,171084,4
301140,916,202661,0
301435,76,142414,5
301820,76,320114,5
302516,1209,233829,3
302984,319,221045,5
303009,76,332734,5
303188,759,344938,0
303312,1209,364994,5
303790,468,56061,5
304010,1151,345915,0
304502,153,104392,4
304670,744,354530,5
305268,1209,196819,5
305414,1631,291344,4
305677,648,8688,5
306031,468,366118,5
306260,322,336177,5
306291,667,311926,4
306402,2029,343679,5
306590,2056,362213,5
306708,2047,67656,4
306824,1209,329618,5
307278,667,25026,5
307346,1181,371752,5
307494,1209,240001,5
307872,903,214532,5
308176,947,203111,5
308248,230,105471,5
308280,1209,164914,5
308626,1119,135570,5
308759,607,337657,5
308932,664,181104,5
308995,78,373992,2
309036,324,275316,5
309416,1746,67270,4
309436,319,252063,5
309457,1117,289319,5
309504,2056,77229,5
310228,1209,145626,5
310311,1119,347822,3
310343,88,367507,2
310833,744,105858,5
311055,159,38961,5
311180,1209,225896,5
311474,1236,373887,4
311665,319,380013,4
312065,749,186674,5
312262,947,165206,5
312471,1209,367671,5
312601,506,35526,5
312781,947,64583,5
313358,2066,337773,5
314046,362,307059,3
314076,860,136997,4
314832,460,233468,5
314905,1249,304222,4
315192,903,95241,5
315283,947,369621,5
315550,1005,226989,5
315669,492,283390,4
315879,153,140008,5
315884,1750,130819,5
316093,536,29667,3
316096,87,388728,3
316247,650,82994,4
316313,1035,284812,5
316325,1209,74868,5
316360,820,91283,5
316467,232,257752,5
316677,378,145489,5
316925,56,267527,5
317413,360,258819,5
317469,860,329282,4
317634,381,387395,5
317713,1209,115108,5
317731,246,115108,5
317899,2082,391777,4
317931,601,392009,5
317952,232,312577,5
318238,1209,38745,5
318367,1171,348063,5
318422,647,289319,4
318662,691,14386,4
318663,691,23139,4
318804,822,205886,4
319086,243,138861,5
319152,456,274430,2
319226,1133,397031,5
319943,947,398483,4
320032,179,264600,5
320524,1005,242957,4
320580,1078,40114,5
320586,1209,354675,5
320669,754,366995,5
320673,481,101871,5
320949,536,64154,4
320950,536,110135,5
320951,536,205428,5
321187,834,181792,4
321336,822,357723,5
321387,571,370215,5
321403,1157,124404,5
321571,210,401668,5
321653,54,175492,5
321661,456,158946,4
321743,246,103876,4
321805,666,201584,5
322217,828,179514,4
322441,179,403114,4
322565,56,397595,5
322776,246,404143,5
323297,1078,59021,5
323340,851,405196,5
323458,1387,362160,5
323664,481,47510,5
323685,397,176740,4
324910,860,180090,3
324926,519,192581,5
325973,481,410891,5
326019,155,92699,5
326064,810,34280,5
326089,810,364737,5
326153,822,70073,5
326234,1209,411492,5
326309,230,39394,5
326645,397,226321,5
326752,1209,220234,3
326805,518,331472,5
327120,1566,115240,4
327258,1236,43327,5
327299,754,96436,5
327362,822,41984,4
327468,1035,414701,5
327485,246,223651,5
327633,1209,38265,5
327994,316,47892,5
328041,246,400420,5
328219,1209,97579,5
328388,129,340130,5
328418,1209,88099,4
328440,1209,359220,5
328572,1209,227831,5
328672,1209,272731,3
328904,810,163986,5
328953,860,377032,4
328975,2056,37107,5
328994,822,372454,5
329013,719,273358,4
329038,607,417123,5
329171,932,211679,2
329255,76,59064,2
329911,1982,402559,5
329962,1209,360369,5
329974,76,383143,5
330106,1293,273903,5
330137,1119,220253,5
330239,1293,163241,5
330470,1209,131021,5
330897,246,39301,2
331000,1209,106501,5
331002,1035,106501,5
331262,1760,337399,5
331362,519,28345,3
331570,1078,297324,5
331661,56,95044,5
331722,1209,125640,5
331782,246,109055,4
331946,810,58407,5
332566,1018,413217,2
332570,1209,59798,5
332714,690,37036,4
332896,56,136257,5
332927,541,143282,5
332951,198,353579,5
333197,480,303493,5
333218,1171,198601,5
333930,601,65567,5
334168,1209,241877,5
334274,1005,418635,4
334670,1078,380098,5
334695,810,206101,5
334714,232,335156,5
334785,1387,310109,5
334816,1209,373817,5
334826,200,259150,5
334894,1236,51011,5
335075,129,295587,5
335204,528,247452,4
335265,1136,29782,5
335414,1832,121992,5
335487,76,315986,5
335575,1074,176615,5
335663,72,209203,5
335697,150,422608,5
335837,971,153188,4
335894,1209,261033,5
335902,84,424741,5
335936,1605,67103,5
335969,1716,254415,5
336104,1551,422608,3
336519,616,212151,5
336624,72,157785,5
336786,1209,367916,5
336833,481,58407,4
337040,1505,278118,5
337130,542,219751,5
337186,185,169430,5
337258,947,431458,4
337304,1780,55380,4
337310,822,134550,5
337375,117,431642,5
337411,1605,331828,5
337455,279,96177,5
337512,204,191015,5
337554,1581,431884,5
337655,1170,99810,5
337819,1136,181231,3
337885,651,223854,4
338689,565,53932,4
338746,39,393254,3
338816,153,413880,5
338850,211,79159,5
339102,327,227652,5
339681,730,8688,5
339684,810,217621,5
339850,198,37873,4
340320,1387,242809,5
340338,810,343261,5
341329,632,438093,5
341443,860,433613,5
341625,352,438534,5
341707,192,165263,5
341856,220,218516,5
341931,1209,97871,5
341988,1209,380238,4
342133,571,438583,3
342285,114,107583,5
342581,76,423346,5
342585,603,332786,5
342658,319,361832,5
342701,607,390056,5
342848,958,256906,3
342927,1171,326104,5
343188,561,415204,5
343448,810,212368,5
343467,1551,272786,4
343751,1078,231054,5
343951,1005,442482,5
344002,747,425731,5
344042,168,356183,4
344189,607,157248,5
344762,544,443503,5
344966,1078,300920,5
345291,1209,216664,5
345322,636,31521,5
345429,607,415204,5
345525,647,233583,5
345656,187,70073,5
345848,607,289412,5
345851,76,138449,5
346159,1209,286780,3
346718,44,193161,4
346832,1438,88378,5
347233,1133,34610,0
347336,2066,447510,4
347503,571,396679,5
347543,478,231541,4
347819,192,242809,5
347878,220,327989,3
348055,92,204118,5
348073,44,399729,5
348117,1035,439341,4
348188,916,448669,5
348302,468,448790,5
348313,1209,336790,5
348379,810,199657,3
348393,56,304332,5
348464,267,447588,5
348524,1438,107890,5
348539,481,431387,5
348856,1209,336924,5
348891,280,299531,5
348965,810,419596,3
349128,605,190421,5
349202,1330,450059,4
349212,198,318571,5
349483,192,303545,5
350066,480,327587,5
350122,129,303545,4
350323,1209,235069,5
350331,1249,448606,5
350462,219,350750,5
350534,319,37721,5
350857,400,280271,5
351062,153,434572,5
351251,1428,448152,5
351348,1119,307159,5
351400,1356,39654,5
351545,1078,453060,0
351829,1267,56087,5
352198,168,383877,5
352489,615,335094,5
352522,1086,136997,4
353122,647,380081,5
353149,397,455251,2
353431,632,317586,3
353435,1119,327269,5
353484,833,378148,5
353512,1209,349855,5
353623,221,29300,2
353961,975,305523,5
354249,1599,128447,5
354409,1293,418915,4
354460,749,446820,5
354653,1438,152313,3
354752,1236,437973,5
354807,689,332282,5
354839,640,457329,5
354842,104,454307,5
354964,860,457480,5
355141,1209,365368,5
355517,1117,173880,5
355520,240,60989,4
355550,435,57101,4
355731,1832,383557,4
355913,1078,451455,5
356022,62,56061,5
356168,747,296957,5
356306,493,234003,5
356568,1913,459341,4
356660,318,91392,4
356674,897,50969,4
356995,221,460239,5
357030,683,452699,3
357037,1293,375111,5
357266,192,188837,5
357267,468,460519,5
357455,947,5060,5
357697,1209,128950,3
357720,243,222564,4
357805,161,327989,0
357920,498,369277,5
357956,2072,336177,5
358011,1209,128447,3
358174,1438,251626,5
358250,319,313120,4
358431,536,315986,4
